athlete_name,gender,nationality,date,course,finish_time_seconds,year,age_at_race,known_shoe
Fikadu Girma,M,Ethiopia,,nyc,8038,2017,,vaporfly_4
Shadrack Kiptoo Biwott,M,United States,,nyc,8097,2017,,vaporfly_4
Meb Keflezighi,M,United States,,nyc,8129,2017,,vaporfly_4
Jared Ward,M,United States,,nyc,8319,2017,,vaporfly_4
Guteta Senbeto,M,Ethiopia,,nyc,8429,2017,,vaporfly_4
Birhanu Dare,M,Ethiopia,,nyc,8490,2017,,vaporfly_4
Brendan Martin,M,United States,,nyc,8556,2017,,vaporfly_4
Harbert Okuti,M,Uganda,,nyc,8566,2017,,vaporfly_4
John Metui,M,Kenya,,nyc,8620,2017,,vaporfly_4
Girma Segni,M,Ethiopia,,nyc,8631,2017,,vaporfly_4
Francesco Puppi,M,Italy,,nyc,8735,2017,,vaporfly_4
Shalane Flanagan,W,United States,,nyc,8813,2017,,vaporfly_4
Mary Jepkosgei Keitany,W,Kenya,,nyc,8874,2017,,vaporfly_4
Mamitu Daska,W,Ethiopia,,nyc,8888,2017,,vaporfly_4
Edna Kiplagat,W,Kenya,,nyc,8976,2017,,vaporfly_4
Allie Kieffer,W,United States,,nyc,8979,2017,,vaporfly_4
Sara Dossena,W,Italy,,nyc,8979,2017,,vaporfly_4
Eva Vrabcová-Nývltová,W,Czech Republic,,nyc,8981,2017,,vaporfly_4
Kellyn Taylor,W,United States,,nyc,8996,2017,,vaporfly_4
Diane Nukuri,W,United States,,nyc,9081,2017,,vaporfly_4
Stephanie Bruce,W,United States,,nyc,9104,2017,,vaporfly_4
Bizunesh Deba,W,Ethiopia,,nyc,9121,2017,,vaporfly_4
Christelle Daunay,W,France,,nyc,9129,2017,,vaporfly_4
Aliphine Tuliamuk,W,United States,,nyc,9198,2017,,vaporfly_4
Emma Quaglia,W,Italy,,nyc,9250,2017,,vaporfly_4
Serkalem Biset,W,Ethiopia,,nyc,9263,2017,,vaporfly_4
Askale Merachi,W,Ethiopia,,nyc,9398,2017,,vaporfly_4
Adriana Aparecida da Silva,W,Brazil,,nyc,9442,2017,,vaporfly_4
Jéssica Augusto,W,Portugal,,nyc,9453,2017,,vaporfly_4
Belaynesh Fikadu,W,Ethiopia,,nyc,9541,2017,,vaporfly_4
Lauren Knowles,W,United States,,nyc,9609,2017,,vaporfly_4
Angela Ortiz †,W,United States,,nyc,9772,2017,,vaporfly_4
Kaoru Nagao,W,Japan,,nyc,9866,2017,,vaporfly_4
Kate Pallardy,W,United States,,nyc,9888,2017,,vaporfly_4
Zou Lihong,W,China,,nyc,7400,2017,,vaporfly_4
Madison de Rozario,W,Australia,,nyc,7468,2017,,vaporfly_4
Annika Zeyen,W,Germany,,nyc,7643,2017,,vaporfly_4
Katrina Gerhard,W,United States,,nyc,7647,2017,,vaporfly_4
Jade Jones-Hall,W,United Kingdom,,nyc,7713,2017,,vaporfly_4
Susannah Scaroni,W,United States,,nyc,7903,2017,,vaporfly_4
Arielle Rausin,W,United States,,nyc,7949,2017,,vaporfly_4
Devann Murphy,W,United States,,nyc,8459,2017,,vaporfly_4
Beth Sanden,W,United States,,nyc,9782,2017,,vaporfly_4
Geoffrey Kamworor,M,Kenya,,nyc,7693,2019,,vaporfly_next
Albert Korir,M,Kenya,,nyc,7716,2019,,vaporfly_next
Girma Bekele Gebre,M,Ethiopia,,nyc,7718,2019,,vaporfly_next
Tamirat Tola,M,Ethiopia,,nyc,7760,2019,,vaporfly_next
Shura Kitata,M,Ethiopia,,nyc,7839,2019,,vaporfly_next
Jared Ward,M,United States,,nyc,7845,2019,,vaporfly_next
Stephen Sambu,M,Kenya,,nyc,7871,2019,,vaporfly_next
Yoshiki Takenouchi,M,Japan,,nyc,7878,2019,,vaporfly_next
Abdihakem Abdirahman,M,United States,,nyc,7894,2019,,vaporfly_next
Connor McMillan,M,United States,,nyc,7927,2019,,vaporfly_next
Joyciline Jepkosgei,W,Kenya,,nyc,8558,2019,,vaporfly_next
Mary Keitany,W,Kenya,,nyc,8612,2019,,vaporfly_next
Ruti Aga,W,Ethiopia,,nyc,8751,2019,,vaporfly_next
Nancy Kiprop,W,Kenya,,nyc,8781,2019,,vaporfly_next
Sinead Diver,W,Australia,,nyc,8783,2019,,vaporfly_next
Des Linden,W,United States,,nyc,8806,2019,,vaporfly_next
Kellyn Taylor,W,United States,,nyc,8812,2019,,vaporfly_next
Ellie Pashley,W,Australia,,nyc,8827,2019,,vaporfly_next
Belaynesh Fikadu,W,Ethiopia,,nyc,8847,2019,,vaporfly_next
Mary Wacera Ngugi,W,Kenya,,nyc,8856,2019,,vaporfly_next
Christie Dawes,W,Australia,,nyc,7211,2019,,vaporfly_next
Vanessa De Souza,W,Brazil,,nyc,7215,2019,,vaporfly_next
Jenna Fesemyer,W,United States,,nyc,7230,2019,,vaporfly_next
Shelly Woods,W,United Kingdom,,nyc,7484,2019,,vaporfly_next
Michelle Wheeler,W,United States,,nyc,7565,2019,,vaporfly_next
Arielle Rausin,W,United States,,nyc,7568,2019,,vaporfly_next
Devann Murphy,W,United States,,nyc,8361,2019,,vaporfly_next
Corey Peterson,W,United States,,nyc,8866,2019,,vaporfly_next
Adessa Ellis,W,United States,,nyc,9271,2019,,vaporfly_next
Beth Sanden,W,United States,,nyc,9465,2019,,vaporfly_next
Katherine Valdez,W,Ecuador,,nyc,9631,2019,,vaporfly_next
Albert Korir,M,Kenya,,nyc,7702,2021,,super_shoe_unknown_brand
Mohamed El Araby,M,Morocco,,nyc,7746,2021,,super_shoe_unknown_brand
Eyob Faniel,M,Italy,,nyc,7792,2021,,super_shoe_unknown_brand
Elkanah Kibet,M,United States,,nyc,7875,2021,,super_shoe_unknown_brand
Abdi Nageeye,M,Netherlands,,nyc,7899,2021,,super_shoe_unknown_brand
Kenenisa Bekele,M,Ethiopia,,nyc,7972,2021,,super_shoe_unknown_brand
Ben True,M,United States,,nyc,7973,2021,,super_shoe_unknown_brand
Nathan Martin,M,United States,,nyc,7977,2021,,super_shoe_unknown_brand
Kibiwott Kandie,M,Kenya,,nyc,8023,2021,,super_shoe_unknown_brand
Jared Ward,M,United States,,nyc,8023,2021,,super_shoe_unknown_brand
Peres Jepchirchir,W,Kenya,,nyc,8559,2021,,super_shoe_unknown_brand
Viola Cheptoo,W,Kenya,,nyc,8564,2021,,super_shoe_unknown_brand
Ababel Yeshaneh,W,Ethiopia,,nyc,8572,2021,,super_shoe_unknown_brand
Molly Seidel,W,United States,,nyc,8682,2021,,super_shoe_unknown_brand
Helalia Johannes,W,Namibia,,nyc,8769,2021,,super_shoe_unknown_brand
Kellyn Taylor,W,United States,,nyc,8770,2021,,super_shoe_unknown_brand
Annie Frisbie,W,United States,,nyc,8778,2021,,super_shoe_unknown_brand
Laura Thweatt,W,United States,,nyc,8820,2021,,super_shoe_unknown_brand
Grace Kahura,W,Kenya,,nyc,9032,2021,,super_shoe_unknown_brand
Stephanie Bruce,W,United States,,nyc,9065,2021,,super_shoe_unknown_brand
Yen Hoang,W,United States,,nyc,7358,2021,,super_shoe_unknown_brand
Shelly Woods,W,United Kingdom,,nyc,7782,2021,,super_shoe_unknown_brand
Michelle Wheeler,W,United States,,nyc,8293,2021,,super_shoe_unknown_brand
Arielle Rausin,W,United States,,nyc,8721,2021,,super_shoe_unknown_brand
Margriet van den Broek,W,Netherlands,,nyc,8890,2021,,super_shoe_unknown_brand
Devann Murphy,W,United States,,nyc,7775,2021,,super_shoe_unknown_brand
Jessica Hayon,W,United States,,nyc,8234,2021,,super_shoe_unknown_brand
Corey Petersen,W,United States,,nyc,8808,2021,,super_shoe_unknown_brand
Evans Chebet,M,Kenya,,nyc,7721,2022,,super_shoe_unknown_brand
Shura Kitata,M,Ethiopia,,nyc,7734,2022,,super_shoe_unknown_brand
Abdi Nageeye,M,Netherlands,,nyc,7831,2022,,super_shoe_unknown_brand
Mohamed Reda El Aaraby,M,Morocco,,nyc,7860,2022,,super_shoe_unknown_brand
Suguru Osako,M,Japan,,nyc,7891,2022,,super_shoe_unknown_brand
Tetsuya Yoroizaka,M,Japan,,nyc,7932,2022,,super_shoe_unknown_brand
Albert Korir,M,Kenya,,nyc,8007,2022,,super_shoe_unknown_brand
Daniele Meucci,M,Italy,,nyc,8009,2022,,super_shoe_unknown_brand
Scott Fauble,M,United States,,nyc,8015,2022,,super_shoe_unknown_brand
Reed Fischer,M,United States,,nyc,8123,2022,,super_shoe_unknown_brand
Sharon Lokedi,W,Kenya,,nyc,8603,2022,,super_shoe_unknown_brand
Lonah Chemtai Salpeter,W,Israel,,nyc,8610,2022,,super_shoe_unknown_brand
Gotytom Gebreslase,W,Ethiopia,,nyc,8619,2022,,super_shoe_unknown_brand
Edna Kiplagat,W,Kenya,,nyc,8656,2022,,super_shoe_unknown_brand
Viola Cheptoo Lagat,W,Kenya,,nyc,8734,2022,,super_shoe_unknown_brand
Hellen Obiri,W,Kenya,,nyc,8749,2022,,super_shoe_unknown_brand
Aliphine Tuliamuk,W,United States,,nyc,8778,2022,,super_shoe_unknown_brand
Emma Bates,W,United States,,nyc,8813,2022,,super_shoe_unknown_brand
Jessica Stenson,W,Australia,,nyc,8847,2022,,super_shoe_unknown_brand
Nell Rojas,W,United States,,nyc,8912,2022,,super_shoe_unknown_brand
Jessica Hayon,W,United States,,nyc,7819,2022,,super_shoe_unknown_brand
Albert Korir,M,Kenya,,nyc,7617,2023,,super_shoe_unknown_brand
Shura Kitata,M,Ethiopia,,nyc,7631,2023,,super_shoe_unknown_brand
Abdi Nageeye,M,Netherlands,,nyc,7821,2023,,super_shoe_unknown_brand
Koen Naert,M,Belgium,,nyc,7825,2023,,super_shoe_unknown_brand
Maru Teferi,M,Israel,,nyc,7828,2023,,super_shoe_unknown_brand
Iliass Aouani,M,Italy,,nyc,7854,2023,,super_shoe_unknown_brand
Edward Cheserek,M,Kenya,,nyc,7867,2023,,super_shoe_unknown_brand
Jemal Yimer Mekonnen,M,Ethiopia,,nyc,7891,2023,,super_shoe_unknown_brand
Futsum Zienasellassie,M,United States,,nyc,7929,2023,,super_shoe_unknown_brand
Hellen Obiri,W,Kenya,,nyc,8843,2023,,super_shoe_unknown_brand
Letesenbet Gidey,W,Ethiopia,,nyc,8849,2023,,super_shoe_unknown_brand
Sharon Lokedi,W,Kenya,,nyc,8853,2023,,super_shoe_unknown_brand
Brigid Kosgei,W,Kenya,,nyc,8865,2023,,super_shoe_unknown_brand
Mary Ngugi,W,Kenya,,nyc,8873,2023,,super_shoe_unknown_brand
Viola Cheptoo,W,Kenya,,nyc,8891,2023,,super_shoe_unknown_brand
Edna Kiplagat,W,Kenya,,nyc,8980,2023,,super_shoe_unknown_brand
Kellyn Taylor,W,United States,,nyc,8988,2023,,super_shoe_unknown_brand
Molly Huddle,W,United States,,nyc,9122,2023,,super_shoe_unknown_brand
Fantu Zewude Jifar,W,Ethiopia,,nyc,9250,2023,,super_shoe_unknown_brand
Abdi Nageeye,M,Netherlands,,nyc,7659,2024,,super_shoe_unknown_brand
Evans Chebet,M,Kenya,,nyc,7665,2024,,super_shoe_unknown_brand
Albert Korir,M,Kenya,,nyc,7680,2024,,super_shoe_unknown_brand
Tamirat Tola,M,Ethiopia,,nyc,7692,2024,,super_shoe_unknown_brand
Geoffrey Kamworor,M,Kenya,,nyc,7730,2024,,super_shoe_unknown_brand
Conner Mantz,M,United States,,nyc,7740,2024,,super_shoe_unknown_brand
Clayton Young,M,United States,,nyc,7761,2024,,super_shoe_unknown_brand
Abel Kipchumba,M,Kenya,,nyc,7839,2024,,super_shoe_unknown_brand
Bashir Abdi,M,Belgium,,nyc,7839,2024,,super_shoe_unknown_brand
CJ Albertson,M,United States,,nyc,7857,2024,,super_shoe_unknown_brand
Sheila Chepkirui,W,Kenya,,nyc,8675,2024,,super_shoe_unknown_brand
Hellen Obiri,W,Kenya,,nyc,8689,2024,,super_shoe_unknown_brand
Vivian Cheruiyot,W,Kenya,,nyc,8721,2024,,super_shoe_unknown_brand
Eunice Chumba,W,Bahrain,,nyc,8758,2024,,super_shoe_unknown_brand
Fabienne Schlumpf,W,Switzerland,,nyc,8791,2024,,super_shoe_unknown_brand
Sara Vaughn,W,United States,,nyc,8816,2024,,super_shoe_unknown_brand
Senbere Teferi,W,Ethiopia,,nyc,8834,2024,,super_shoe_unknown_brand
Jessica McClain,W,United States,,nyc,8839,2024,,super_shoe_unknown_brand
Sharon Lokedi,W,Kenya,,nyc,8865,2024,,super_shoe_unknown_brand
Kellyn Taylor,W,United States,,nyc,8879,2024,,super_shoe_unknown_brand
Addisu Gobena,M,Ethiopia,,dubai,7501,2024,,super_shoe_unknown_brand
Lemi Dumecha,M,Ethiopia,,dubai,7520,2024,,super_shoe_unknown_brand
Dejene Megersa,M,Ethiopia,,dubai,7542,2024,,super_shoe_unknown_brand
Abdi Fufa,M,Ethiopia,,dubai,7583,2024,,super_shoe_unknown_brand
Samuel Fitwi,M,Germany,,dubai,7587,2024,,super_shoe_unknown_brand
Antenayehu Dagnachew,M,Ethiopia,,dubai,7615,2024,,super_shoe_unknown_brand
Douglas Kipsanai Chebii,M,Kenya,,dubai,7695,2024,,super_shoe_unknown_brand
Lencho Tesfaye,M,Ethiopia,,dubai,7705,2024,,super_shoe_unknown_brand
Bayelign Teshager,M,Ethiopia,,dubai,7736,2024,,super_shoe_unknown_brand
Abebaw Dessie,M,Ethiopia,,dubai,7749,2024,,super_shoe_unknown_brand
Abebaw Desalew,M,Ethiopia,,dubai,7751,2024,,super_shoe_unknown_brand
Asefa Tefera,M,Ethiopia,,dubai,7775,2024,,super_shoe_unknown_brand
Gossa Ambelu,M,Ethiopia,,dubai,7822,2024,,super_shoe_unknown_brand
Samuel Tsegay Tesfamariam,M,Sweden,,dubai,7902,2024,,super_shoe_unknown_brand
Polat Kemboi Arıkan,M,Turkey,,dubai,7957,2024,,super_shoe_unknown_brand
Tigist Ketema,W,Ethiopia,,dubai,8167,2024,,super_shoe_unknown_brand
Ruti Aga,W,Ethiopia,,dubai,8289,2024,,super_shoe_unknown_brand
Dera Dida,W,Ethiopia,,dubai,8369,2024,,super_shoe_unknown_brand
Melat Yisak Kejeta,W,Germany,,dubai,8507,2024,,super_shoe_unknown_brand
Fozya Jemal,W,Ethiopia,,dubai,8513,2024,,super_shoe_unknown_brand
Shitaye Eshete,W,Ethiopia,,dubai,8515,2024,,super_shoe_unknown_brand
Atalel Anmut,W,Ethiopia,,dubai,8543,2024,,super_shoe_unknown_brand
Betelihem Agenugus,W,Ethiopia,,dubai,8757,2024,,super_shoe_unknown_brand
Emebet Niguse,W,Ethiopia,,dubai,8832,2024,,super_shoe_unknown_brand
Nurit Shimels,W,Ethiopia,,dubai,8908,2024,,super_shoe_unknown_brand
Chernet Misganaw,W,Ethiopia,,dubai,9130,2024,,super_shoe_unknown_brand
